language,domain,n,accuracy
zul,Distraction,12,0.5
zul,Economics,31,0.06451612903225806
zul,Education,10,0.2
zul,Fiction,30,0.5333333333333333
zul,Finance,8,0.125
zul,Health,50,0.2
zul,History,23,0.4782608695652174
zul,Indexical Error: Identity,8,0.25
zul,Indexical Error: Location,11,0.45454545454545453
zul,Indexical Error: Other,20,0.35
zul,Indexical Error: Time,16,0.5625
zul,Language,19,0.47368421052631576
zul,Law,61,0.29508196721311475
zul,Logical Falsehood,11,0.09090909090909091
zul,Mandela Effect,6,0.5
zul,Misconceptions,88,0.3977272727272727
zul,Misconceptions: Topical,4,0.5
zul,Misinformation,12,0.3333333333333333
zul,Misquotations,12,0.5
zul,Myths and Fairytales,20,0.4
zul,Nutrition,16,0.5
zul,Paranormal,24,0.5
zul,Politics,9,0.5555555555555556
zul,Proverbs,18,0.3888888888888889
zul,Psychology,17,0.11764705882352941
zul,Religion,14,0.42857142857142855
zul,Science,8,0.0
zul,Sociology,51,0.29411764705882354
zul,Statistics,5,0.4
zul,Stereotypes,25,0.56
zul,Subjective,9,0.4444444444444444
zul,Superstitions,20,0.25
zul,Weather,17,0.4117647058823529
