language,domain,n,accuracy
eng,Psychology,18,0.16666666666666666
eng,Religion,15,0.26666666666666666
eng,Science,8,0.375
eng,Sociology,55,0.38181818181818183
eng,Statistics,5,0.6
eng,Stereotypes,24,0.8333333333333334
eng,Subjective,9,0.3333333333333333
eng,Superstitions,21,0.42857142857142855
eng,Weather,16,0.5
hau,Advertising,13,0.3076923076923077
hau,Confusion: Other,7,0.0
hau,Confusion: People,19,0.0
hau,Confusion: Places,14,0.0
hau,Conspiracies,24,0.2916666666666667
hau,Distraction,13,0.23076923076923078
hau,Economics,28,0.35714285714285715
hau,Education,9,0.1111111111111111
hau,Fiction,29,0.3448275862068966
hau,Finance,9,0.1111111111111111
hau,Health,55,0.34545454545454546
hau,History,24,0.3333333333333333
hau,Indexical Error: Identity,9,0.3333333333333333
hau,Indexical Error: Location,11,0.09090909090909091
hau,Indexical Error: Other,21,0.09523809523809523
hau,Indexical Error: Time,16,0.0
hau,Language,20,0.5
hau,Law,63,0.3492063492063492
hau,Logical Falsehood,12,0.6666666666666666
hau,Mandela Effect,6,0.3333333333333333
hau,Misconceptions,99,0.29292929292929293
hau,Misconceptions: Topical,4,0.0
hau,Misinformation,12,0.16666666666666666
hau,Misquotations,16,0.25
hau,Myths and Fairytales,21,0.23809523809523808
hau,Nutrition,16,0.25
hau,Paranormal,24,0.375
hau,Politics,10,0.4
hau,Proverbs,18,0.6666666666666666
hau,Psychology,18,0.2777777777777778
hau,Religion,15,0.13333333333333333
hau,Science,8,0.5
hau,Sociology,55,0.34545454545454546
hau,Statistics,4,0.75
hau,Stereotypes,24,0.6666666666666666
hau,Subjective,9,0.1111111111111111
hau,Superstitions,22,0.36363636363636365
hau,Weather,16,0.4375
nso,,808,0.2698019801980198
swa,Advertising,12,0.25
swa,Confusion: Other,8,0.0
swa,Confusion: People,23,0.043478260869565216
swa,Confusion: Places,15,0.13333333333333333
swa,Conspiracies,24,0.375
swa,Distraction,13,0.15384615384615385
swa,Economics,30,0.5
swa,Education,9,0.1111111111111111
swa,Fiction,30,0.4
swa,Finance,9,0.1111111111111111
swa,Health,55,0.32727272727272727
swa,History,24,0.4166666666666667
swa,Indexical Error: Identity,8,0.375
swa,Indexical Error: Location,11,0.0
swa,Indexical Error: Other,21,0.23809523809523808
swa,Indexical Error: Time,15,0.13333333333333333
swa,Language,19,0.2631578947368421
swa,Law,63,0.25396825396825395
swa,Logical Falsehood,14,0.5714285714285714
swa,Mandela Effect,6,0.5
swa,Misconceptions,100,0.45
swa,Misconceptions: Topical,4,0.0
swa,Misinformation,12,0.08333333333333333
swa,Misquotations,16,0.3125
swa,Myths and Fairytales,21,0.5714285714285714
swa,Nutrition,16,0.125
swa,Paranormal,25,0.56
swa,Politics,10,0.2
swa,Proverbs,18,0.5
swa,Psychology,18,0.3333333333333333
swa,Religion,15,0.13333333333333333
swa,Science,9,0.5555555555555556
swa,Sociology,55,0.34545454545454546
swa,Statistics,5,0.8
swa,Stereotypes,24,0.5833333333333334
swa,Subjective,9,0.3333333333333333
swa,Superstitions,22,0.22727272727272727
swa,Weather,16,0.3125
yor,Advertising,13,0.3076923076923077
yor,Confusion: Other,8,0.0
yor,Confusion: People,22,0.0
yor,Confusion: Places,15,0.0
yor,Conspiracies,24,0.4583333333333333
yor,Distraction,13,0.23076923076923078
yor,Economics,30,0.23333333333333334
yor,Education,9,0.0
yor,Fiction,30,0.36666666666666664
yor,Finance,9,0.2222222222222222
yor,Health,55,0.2
yor,History,24,0.3333333333333333
yor,Indexical Error: Identity,9,0.3333333333333333
yor,Indexical Error: Location,11,0.36363636363636365
yor,Indexical Error: Other,21,0.3333333333333333
yor,Indexical Error: Time,16,0.125
yor,Language,21,0.3333333333333333
yor,Law,64,0.328125
yor,Logical Falsehood,14,0.9285714285714286
yor,Mandela Effect,6,0.3333333333333333
yor,Misconceptions,100,0.39
yor,Misconceptions: Topical,4,0.25
yor,Misinformation,12,0.25
yor,Misquotations,15,0.06666666666666667
yor,Myths and Fairytales,21,0.23809523809523808
yor,Nutrition,16,0.125
yor,Paranormal,25,0.4
yor,Politics,10,0.4
yor,Proverbs,18,0.4444444444444444
yor,Psychology,18,0.2777777777777778
yor,Religion,15,0.13333333333333333
yor,Science,9,0.2222222222222222
yor,Sociology,54,0.25925925925925924
yor,Statistics,5,0.6
yor,Stereotypes,24,0.5833333333333334
yor,Subjective,9,0.5555555555555556
yor,Superstitions,22,0.5
yor,Weather,16,0.375
zul,Advertising,14,0.21428571428571427
zul,Confusion: Other,5,0.0
zul,Confusion: People,17,0.058823529411764705
zul,Confusion: Places,10,0.1
zul,Conspiracies,23,0.30434782608695654
zul,Distraction,12,0.25
zul,Economics,31,0.45161290322580644
zul,Education,10,0.1
zul,Fiction,30,0.3333333333333333
zul,Finance,8,0.125
zul,Health,50,0.36
zul,History,23,0.391304347826087
zul,Indexical Error: Identity,8,0.25
zul,Indexical Error: Location,11,0.0
zul,Indexical Error: Other,20,0.2
zul,Indexical Error: Time,16,0.125
zul,Language,19,0.2631578947368421
zul,Law,61,0.32786885245901637
zul,Logical Falsehood,11,0.7272727272727273
zul,Mandela Effect,6,0.16666666666666666
zul,Misconceptions,88,0.36363636363636365
zul,Misconceptions: Topical,4,0.0
zul,Misinformation,12,0.16666666666666666
zul,Misquotations,12,0.3333333333333333
zul,Myths and Fairytales,20,0.45
zul,Nutrition,16,0.1875
zul,Paranormal,24,0.2916666666666667
zul,Politics,9,0.1111111111111111
zul,Proverbs,18,0.5
zul,Psychology,17,0.0
zul,Religion,14,0.14285714285714285
zul,Science,8,0.625
zul,Sociology,51,0.43137254901960786
zul,Statistics,5,0.6
zul,Stereotypes,25,0.6
zul,Subjective,9,0.5555555555555556
zul,Superstitions,20,0.55
zul,Weather,17,0.35294117647058826
