id,language,scoring,mode,predicted_index,answer_index,correct,confidence,entropy,margin,n_choices,domain,verbalized_confidence
eng-eng-15,eng,mc1,mc1,0,1,False,0.35238903760910034,1.3249728679656982,0.08362710475921631,4,elementary_mathematics,
eng-eng-16,eng,mc1,mc1,2,1,False,0.4042092263698578,1.2965229749679565,0.14861291646957397,4,elementary_mathematics,
eng-eng-17,eng,mc1,mc1,3,1,False,0.6199125647544861,1.0800955295562744,0.4806402623653412,4,elementary_mathematics,
eng-eng-18,eng,mc1,mc1,0,3,False,0.7296806573867798,0.8490636348724365,0.5879802703857422,4,elementary_mathematics,
eng-eng-19,eng,mc1,mc1,3,0,False,0.7051244974136353,0.9170417189598083,0.5749838352203369,4,elementary_mathematics,
eng-eng-20,eng,mc1,mc1,2,2,True,0.426747590303421,1.0541622638702393,0.048392266035079956,4,elementary_mathematics,
eng-eng-21,eng,mc1,mc1,2,1,False,0.6714997887611389,0.9760499596595764,0.5359289646148682,4,elementary_mathematics,
eng-eng-22,eng,mc1,mc1,2,0,False,0.8736224174499512,0.48805850744247437,0.8019111156463623,4,elementary_mathematics,
eng-eng-23,eng,mc1,mc1,0,2,False,0.5706148743629456,1.1375502347946167,0.3852364420890808,4,elementary_mathematics,
eng-eng-24,eng,mc1,mc1,2,1,False,0.5134205222129822,0.8833497166633606,0.0874643325805664,4,elementary_mathematics,
eng-eng-25,eng,mc1,mc1,0,0,True,0.6950231194496155,0.9049702882766724,0.5422617197036743,4,elementary_mathematics,
eng-eng-26,eng,mc1,mc1,0,3,False,0.3437936007976532,1.3540308475494385,0.0732586681842804,4,elementary_mathematics,
eng-eng-27,eng,mc1,mc1,2,3,False,0.7279989123344421,0.7701948881149292,0.5174498558044434,4,elementary_mathematics,
eng-eng-28,eng,mc1,mc1,0,0,True,0.809475302696228,0.6671988368034363,0.6972735524177551,4,elementary_mathematics,
eng-eng-29,eng,mc1,mc1,0,0,True,0.5852960348129272,0.9173721075057983,0.24257978796958923,4,elementary_mathematics,
eng-eng-30,eng,mc1,mc1,3,1,False,0.6291579604148865,0.9734889268875122,0.3788459897041321,4,elementary_mathematics,
eng-eng-31,eng,mc1,mc1,3,1,False,0.3812958002090454,1.2874311208724976,0.0729503333568573,4,elementary_mathematics,
eng-eng-32,eng,mc1,mc1,2,0,False,0.30867621302604675,1.3757778406143188,0.05482056736946106,4,elementary_mathematics,
eng-eng-33,eng,mc1,mc1,3,2,False,0.2849405109882355,1.3819525241851807,0.029715001583099365,4,elementary_mathematics,
eng-eng-34,eng,mc1,mc1,3,3,True,0.498214453458786,1.1874555349349976,0.2403009533882141,4,elementary_mathematics,
eng-eng-35,eng,mc1,mc1,0,0,True,0.5491546392440796,1.1431711912155151,0.30684399604797363,4,elementary_mathematics,
eng-eng-36,eng,mc1,mc1,1,0,False,0.5500721335411072,1.0059542655944824,0.27347850799560547,4,elementary_mathematics,
eng-eng-37,eng,mc1,mc1,0,3,False,0.4863932728767395,0.8508725166320801,0.015774428844451904,4,elementary_mathematics,
eng-eng-38,eng,mc1,mc1,2,2,True,0.40192627906799316,1.2508163452148438,0.054540663957595825,4,elementary_mathematics,
eng-eng-39,eng,mc1,mc1,3,2,False,0.8828001618385315,0.43088001012802124,0.7889271378517151,4,elementary_mathematics,
eng-eng-40,eng,mc1,mc1,2,1,False,0.6981544494628906,0.837043046951294,0.5006788969039917,4,elementary_mathematics,
eng-eng-41,eng,mc1,mc1,0,3,False,0.42118197679519653,1.294846773147583,0.15900695323944092,4,elementary_mathematics,
eng-eng-42,eng,mc1,mc1,3,0,False,0.9505221247673035,0.2060985267162323,0.9031984210014343,4,elementary_mathematics,
eng-eng-43,eng,mc1,mc1,0,2,False,0.432740718126297,1.093155860900879,0.02692273259162903,4,elementary_mathematics,
eng-eng-44,eng,mc1,mc1,2,3,False,0.4648321866989136,1.2565277814865112,0.22033821046352386,4,elementary_mathematics,
eng-eng-45,eng,mc1,mc1,0,1,False,0.5872116088867188,1.0684363842010498,0.3948703408241272,4,elementary_mathematics,
eng-eng-46,eng,mc1,mc1,1,3,False,0.29800957441329956,1.377449870109558,0.033858418464660645,4,elementary_mathematics,
eng-eng-47,eng,mc1,mc1,1,2,False,0.7048889994621277,0.7847418785095215,0.46738895773887634,4,elementary_mathematics,
eng-eng-48,eng,mc1,mc1,2,3,False,0.32606714963912964,1.3708099126815796,0.08464689552783966,4,elementary_mathematics,
eng-eng-49,eng,mc1,mc1,0,3,False,0.8856228590011597,0.3869953751564026,0.7789691686630249,4,elementary_mathematics,
eng-eng-50,eng,mc1,mc1,1,0,False,0.41719141602516174,1.2994245290756226,0.17426349222660065,4,elementary_mathematics,
eng-eng-51,eng,mc1,mc1,2,1,False,0.6311596632003784,0.8280417919158936,0.3095412254333496,4,elementary_mathematics,
eng-eng-52,eng,mc1,mc1,0,1,False,0.4027424454689026,1.2766133546829224,0.11339646577835083,4,elementary_mathematics,
eng-eng-53,eng,mc1,mc1,1,0,False,0.6884946823120117,0.9501243829727173,0.5438318848609924,4,elementary_mathematics,
eng-eng-54,eng,mc1,mc1,0,1,False,0.4929504692554474,0.9762570858001709,0.07614952325820923,4,elementary_mathematics,
eng-eng-55,eng,mc1,mc1,1,0,False,0.5905948877334595,0.9419575333595276,0.27597707509994507,4,elementary_mathematics,
eng-eng-56,eng,mc1,mc1,0,3,False,0.35114964842796326,1.2969768047332764,0.0016064345836639404,4,elementary_mathematics,
eng-eng-57,eng,mc1,mc1,0,0,True,0.4997274577617645,1.0938434600830078,0.2054780125617981,4,elementary_mathematics,
eng-eng-58,eng,mc1,mc1,2,3,False,0.6178498268127441,1.0527290105819702,0.419018030166626,4,elementary_mathematics,
eng-eng-59,eng,mc1,mc1,0,1,False,0.6435292959213257,0.9753186106681824,0.41749414801597595,4,elementary_mathematics,
eng-eng-60,eng,mc1,mc1,3,3,True,0.7962472438812256,0.7040810585021973,0.6813515424728394,4,elementary_mathematics,
eng-eng-61,eng,mc1,mc1,1,1,True,0.8121033906936646,0.6261069774627686,0.6738905906677246,4,elementary_mathematics,
eng-eng-62,eng,mc1,mc1,0,2,False,0.521888017654419,1.0619118213653564,0.20314344763755798,4,elementary_mathematics,
eng-eng-63,eng,mc1,mc1,2,2,True,0.31609541177749634,1.3751391172409058,0.08338823914527893,4,elementary_mathematics,
eng-eng-64,eng,mc1,mc1,3,3,True,0.8978235721588135,0.40341562032699585,0.8353475332260132,4,elementary_mathematics,
eng-eng-65,eng,mc1,mc1,3,2,False,0.330768883228302,1.3571268320083618,0.04578500986099243,4,elementary_mathematics,
eng-eng-66,eng,mc1,mc1,0,3,False,0.39840880036354065,1.3270542621612549,0.1613609492778778,4,elementary_mathematics,
eng-eng-67,eng,mc1,mc1,1,0,False,0.648081362247467,1.0233616828918457,0.4930310547351837,4,elementary_mathematics,
eng-eng-68,eng,mc1,mc1,3,2,False,0.40154147148132324,1.3183813095092773,0.1430603265762329,4,elementary_mathematics,
eng-eng-69,eng,mc1,mc1,0,3,False,0.4138217568397522,1.2054189443588257,0.08697932958602905,4,elementary_mathematics,
eng-eng-70,eng,mc1,mc1,2,2,True,0.5934975743293762,1.0622448921203613,0.36775559186935425,4,elementary_mathematics,
eng-eng-71,eng,mc1,mc1,0,0,True,0.3448544144630432,1.296802043914795,0.04306298494338989,4,elementary_mathematics,
eng-eng-72,eng,mc1,mc1,3,1,False,0.9507913589477539,0.24140335619449615,0.9207701086997986,4,elementary_mathematics,
eng-eng-73,eng,mc1,mc1,3,2,False,0.37754252552986145,1.3069007396697998,0.09010389447212219,4,elementary_mathematics,
eng-eng-74,eng,mc1,mc1,1,1,True,0.4080696702003479,1.314854621887207,0.15461164712905884,4,elementary_mathematics,
eng-eng-75,eng,mc1,mc1,3,3,True,0.4860844910144806,0.9279721975326538,0.05744379758834839,4,elementary_mathematics,
eng-eng-76,eng,mc1,mc1,2,0,False,0.7935143113136292,0.7284461259841919,0.7106903791427612,4,elementary_mathematics,
eng-eng-77,eng,mc1,mc1,1,3,False,0.5996522307395935,1.060427188873291,0.37352681159973145,4,elementary_mathematics,
eng-eng-78,eng,mc1,mc1,1,3,False,0.47457265853881836,1.215498685836792,0.2165079414844513,4,elementary_mathematics,
eng-eng-79,eng,mc1,mc1,0,0,True,0.5318794250488281,1.0966641902923584,0.2198038399219513,4,elementary_mathematics,
eng-eng-80,eng,mc1,mc1,1,1,True,0.5250921845436096,1.0964000225067139,0.2281067669391632,4,elementary_mathematics,
eng-eng-81,eng,mc1,mc1,1,0,False,0.6768794059753418,0.9233670234680176,0.47371813654899597,4,elementary_mathematics,
eng-eng-82,eng,mc1,mc1,1,3,False,0.6385321617126465,0.9149435758590698,0.39414334297180176,4,elementary_mathematics,
eng-eng-83,eng,mc1,mc1,1,2,False,0.8963119983673096,0.4318247437477112,0.8495653867721558,4,elementary_mathematics,
eng-eng-84,eng,mc1,mc1,1,1,True,0.47411754727363586,1.1227766275405884,0.20351162552833557,4,elementary_mathematics,
eng-eng-85,eng,mc1,mc1,1,3,False,0.9010395407676697,0.41679084300994873,0.8434380292892456,4,elementary_mathematics,
eng-eng-86,eng,mc1,mc1,3,0,False,0.4923294186592102,1.1138169765472412,0.14099356532096863,4,elementary_mathematics,
eng-eng-87,eng,mc1,mc1,2,2,True,0.7945060729980469,0.6854386925697327,0.6586564779281616,4,elementary_mathematics,
eng-eng-88,eng,mc1,mc1,0,1,False,0.4345763921737671,1.193738341331482,0.159763902425766,4,elementary_mathematics,
eng-eng-89,eng,mc1,mc1,0,1,False,0.5687873363494873,0.9379677772521973,0.22649455070495605,4,elementary_mathematics,
eng-eng-90,eng,mc1,mc1,2,2,True,0.4396907389163971,1.1635843515396118,0.07561242580413818,4,elementary_mathematics,
eng-eng-91,eng,mc1,mc1,1,0,False,0.328753262758255,1.301019310951233,0.006106764078140259,4,elementary_mathematics,
eng-eng-92,eng,mc1,mc1,2,1,False,0.9663645625114441,0.18269935250282288,0.9514845013618469,4,elementary_mathematics,
eng-eng-93,eng,mc1,mc1,1,0,False,0.72933030128479,0.7756568789482117,0.5503175258636475,4,elementary_mathematics,
eng-eng-94,eng,mc1,mc1,2,2,True,0.5758764743804932,0.8871194124221802,0.21164432168006897,4,elementary_mathematics,
eng-eng-95,eng,mc1,mc1,1,3,False,0.48689013719558716,1.1270523071289062,0.17958739399909973,4,elementary_mathematics,
eng-eng-96,eng,mc1,mc1,0,2,False,0.48261913657188416,1.2509995698928833,0.2691689133644104,4,elementary_mathematics,
eng-eng-97,eng,mc1,mc1,0,0,True,0.7374300360679626,0.6863131523132324,0.5088845491409302,4,elementary_mathematics,
eng-eng-98,eng,mc1,mc1,1,0,False,0.7481944561004639,0.8027331829071045,0.6012380719184875,4,elementary_mathematics,
eng-eng-99,eng,mc1,mc1,0,2,False,0.7043275833129883,0.9319459199905396,0.6037417054176331,4,elementary_mathematics,
eng-eng-100,eng,mc1,mc1,3,1,False,0.8457345366477966,0.5831049084663391,0.7732447981834412,4,high_school_geography,
eng-eng-101,eng,mc1,mc1,0,3,False,0.8156412243843079,0.4925597012042999,0.6337869167327881,4,high_school_geography,
eng-eng-102,eng,mc1,mc1,2,2,True,0.4537365734577179,1.1756846904754639,0.11170598864555359,4,high_school_geography,
eng-eng-103,eng,mc1,mc1,0,0,True,0.8139390349388123,0.6211859583854675,0.6929578185081482,4,high_school_geography,
eng-eng-104,eng,mc1,mc1,2,3,False,0.8819788694381714,0.43458065390586853,0.7860406041145325,4,high_school_geography,
eng-eng-105,eng,mc1,mc1,2,3,False,0.5513201355934143,1.0296224355697632,0.24886444211006165,4,high_school_geography,
eng-eng-106,eng,mc1,mc1,1,3,False,0.999994158744812,7.829470268916339e-05,0.9999887347221375,4,high_school_geography,
eng-eng-107,eng,mc1,mc1,3,2,False,0.9078499674797058,0.37515759468078613,0.8519695401191711,4,high_school_geography,
eng-eng-108,eng,mc1,mc1,2,0,False,0.5669005513191223,0.983437180519104,0.31769174337387085,4,high_school_geography,
eng-eng-109,eng,mc1,mc1,3,3,True,0.7214201092720032,0.715016782283783,0.47819530963897705,4,high_school_geography,
eng-eng-110,eng,mc1,mc1,0,0,True,0.4422477185726166,1.2824411392211914,0.20805348455905914,4,high_school_geography,
eng-eng-111,eng,mc1,mc1,3,1,False,0.8299282789230347,0.45776307582855225,0.6600674390792847,4,high_school_geography,
eng-eng-112,eng,mc1,mc1,0,0,True,0.9726823568344116,0.13117817044258118,0.9467612504959106,4,high_school_geography,
eng-eng-113,eng,mc1,mc1,2,3,False,0.644833505153656,0.9751860499382019,0.42896902561187744,4,high_school_geography,
eng-eng-114,eng,mc1,mc1,0,1,False,0.5120646953582764,1.1086786985397339,0.19598549604415894,4,high_school_geography,
eng-eng-115,eng,mc1,mc1,2,3,False,0.9384586811065674,0.2422851026058197,0.8794527053833008,4,high_school_geography,
eng-eng-116,eng,mc1,mc1,1,3,False,0.5954354405403137,0.9958565831184387,0.30602648854255676,4,high_school_geography,
eng-eng-117,eng,mc1,mc1,0,3,False,0.8717699646949768,0.47009024024009705,0.7839453220367432,4,high_school_geography,
eng-eng-118,eng,mc1,mc1,1,1,True,0.8089808225631714,0.4946383833885193,0.6190519332885742,4,high_school_geography,
eng-eng-119,eng,mc1,mc1,3,2,False,0.731822669506073,0.8192307949066162,0.5816328525543213,4,high_school_geography,
eng-eng-120,eng,mc1,mc1,2,2,True,0.6005757451057434,0.9424614906311035,0.33403271436691284,4,high_school_geography,
eng-eng-121,eng,mc1,mc1,3,3,True,0.5873337984085083,0.8101582527160645,0.21293136477470398,4,high_school_geography,
eng-eng-122,eng,mc1,mc1,2,3,False,0.5244510173797607,1.1174193620681763,0.2613341212272644,4,high_school_geography,
eng-eng-123,eng,mc1,mc1,1,3,False,0.5833145380020142,1.075728416442871,0.37183934450149536,4,high_school_geography,
eng-eng-124,eng,mc1,mc1,1,1,True,0.6767942309379578,0.8450133800506592,0.4230598211288452,4,high_school_geography,
eng-eng-125,eng,mc1,mc1,1,0,False,0.965349018573761,0.15954340994358063,0.933144748210907,4,high_school_geography,
eng-eng-126,eng,mc1,mc1,1,1,True,0.9988848567008972,0.009556563571095467,0.9981716871261597,4,high_school_geography,
eng-eng-127,eng,mc1,mc1,2,1,False,0.6292638778686523,0.9734628796577454,0.4368533492088318,4,high_school_geography,
eng-eng-128,eng,mc1,mc1,2,2,True,0.7581790089607239,0.7429865598678589,0.6058509349822998,4,high_school_geography,
eng-eng-129,eng,mc1,mc1,0,0,True,0.825110673904419,0.47786951065063477,0.6526638865470886,4,high_school_geography,
eng-eng-130,eng,mc1,mc1,0,0,True,0.806957483291626,0.4997027516365051,0.6154235005378723,4,high_school_geography,
eng-eng-131,eng,mc1,mc1,3,3,True,0.4540089964866638,0.9787800312042236,0.02471211552619934,4,high_school_geography,
eng-eng-132,eng,mc1,mc1,2,2,True,0.7694698572158813,0.5746694207191467,0.5455928444862366,4,high_school_geography,
eng-eng-133,eng,mc1,mc1,1,3,False,0.8063058853149414,0.6123040318489075,0.6635308265686035,4,high_school_geography,
eng-eng-134,eng,mc1,mc1,0,1,False,0.9844873547554016,0.08062735199928284,0.9690641760826111,4,high_school_geography,
eng-eng-135,eng,mc1,mc1,1,2,False,0.8145180344581604,0.612628698348999,0.6957862973213196,4,high_school_geography,
eng-eng-136,eng,mc1,mc1,1,2,False,0.6525263786315918,0.88791823387146,0.386401504278183,4,high_school_geography,
eng-eng-137,eng,mc1,mc1,2,2,True,0.7826482653617859,0.5634268522262573,0.5733242630958557,4,high_school_geography,
eng-eng-138,eng,mc1,mc1,2,3,False,0.5917811393737793,0.9661948084831238,0.32865265011787415,4,high_school_geography,
eng-eng-139,eng,mc1,mc1,2,3,False,0.6790304780006409,0.7496840953826904,0.3980281949043274,4,high_school_geography,
eng-eng-140,eng,mc1,mc1,3,0,False,0.8267807960510254,0.5920676589012146,0.7102832198143005,4,high_school_geography,
eng-eng-141,eng,mc1,mc1,2,1,False,0.6448373198509216,0.9688618183135986,0.42544832825660706,4,high_school_geography,
eng-eng-142,eng,mc1,mc1,1,1,True,0.737592339515686,0.8209970593452454,0.5890469551086426,4,high_school_geography,
eng-eng-143,eng,mc1,mc1,3,1,False,0.42701253294944763,1.0320398807525635,0.016034960746765137,4,high_school_geography,
eng-eng-144,eng,mc1,mc1,2,3,False,0.6875355839729309,0.8671797513961792,0.4646691679954529,4,high_school_geography,
eng-eng-145,eng,mc1,mc1,3,3,True,0.494280606508255,0.8051807880401611,0.012957960367202759,4,high_school_geography,
eng-eng-146,eng,mc1,mc1,0,0,True,0.8305747509002686,0.5627867579460144,0.7129693031311035,4,high_school_geography,
eng-eng-147,eng,mc1,mc1,3,0,False,0.44429248571395874,1.2493020296096802,0.16190993785858154,4,high_school_geography,
eng-eng-148,eng,mc1,mc1,1,3,False,0.5518109798431396,0.786679744720459,0.1265403926372528,4,high_school_geography,
eng-eng-149,eng,mc1,mc1,1,1,True,0.9544340968132019,0.1925809681415558,0.910396933555603,4,high_school_geography,
eng-eng-150,eng,mc1,mc1,0,0,True,0.7708750367164612,0.7373934984207153,0.6212524175643921,4,high_school_geography,
eng-eng-151,eng,mc1,mc1,1,3,False,0.6784156560897827,0.914970874786377,0.49323487281799316,4,high_school_geography,
eng-eng-152,eng,mc1,mc1,1,1,True,0.5298656225204468,1.0643597841262817,0.292669415473938,4,high_school_geography,
eng-eng-153,eng,mc1,mc1,1,2,False,0.5058543682098389,0.8722776770591736,0.058069050312042236,4,high_school_geography,
eng-eng-154,eng,mc1,mc1,1,3,False,0.8359121084213257,0.45180416107177734,0.6725921630859375,4,high_school_geography,
eng-eng-155,eng,mc1,mc1,0,2,False,0.8910840153694153,0.46100133657455444,0.848084568977356,4,high_school_geography,
eng-eng-156,eng,mc1,mc1,0,0,True,0.49698901176452637,1.2366654872894287,0.28488677740097046,4,high_school_geography,
eng-eng-157,eng,mc1,mc1,0,3,False,0.7566295266151428,0.6417214870452881,0.5410743951797485,4,high_school_geography,
eng-eng-158,eng,mc1,mc1,1,3,False,0.4726713299751282,1.1607024669647217,0.15991035103797913,4,high_school_geography,
eng-eng-159,eng,mc1,mc1,1,0,False,0.7415123581886292,0.8472914099693298,0.6296733021736145,4,high_school_geography,
eng-eng-160,eng,mc1,mc1,0,3,False,0.6563555002212524,0.9253206253051758,0.4771873950958252,4,high_school_geography,
eng-eng-161,eng,mc1,mc1,0,1,False,0.42856526374816895,1.072982907295227,0.0056778788566589355,4,high_school_geography,
eng-eng-162,eng,mc1,mc1,0,2,False,0.7937737107276917,0.726844310760498,0.6974173784255981,4,high_school_geography,
eng-eng-163,eng,mc1,mc1,2,3,False,0.7151737809181213,0.8337721824645996,0.566438615322113,4,high_school_geography,
eng-eng-164,eng,mc1,mc1,3,1,False,0.7013121843338013,0.6127722263336182,0.40302079916000366,4,high_school_geography,
eng-eng-165,eng,mc1,mc1,0,2,False,0.5701970458030701,0.8481032848358154,0.19043275713920593,4,high_school_geography,
eng-eng-166,eng,mc1,mc1,0,3,False,0.9358263611793518,0.24143072962760925,0.8721425533294678,4,high_school_geography,
eng-eng-167,eng,mc1,mc1,3,1,False,0.756710410118103,0.8110164403915405,0.6469303965568542,4,high_school_geography,
eng-eng-168,eng,mc1,mc1,1,2,False,0.904700756072998,0.33128708600997925,0.8130828738212585,4,high_school_geography,
eng-eng-169,eng,mc1,mc1,2,2,True,0.9665442109107971,0.1709950566291809,0.9436931014060974,4,high_school_geography,
eng-eng-170,eng,mc1,mc1,2,1,False,0.7658042311668396,0.7128639817237854,0.6448079943656921,4,high_school_geography,
eng-eng-171,eng,mc1,mc1,0,0,True,0.7126796841621399,0.9034641981124878,0.586445689201355,4,high_school_geography,
eng-eng-172,eng,mc1,mc1,3,3,True,0.5264134407043457,0.9082861542701721,0.11187419295310974,4,high_school_geography,
eng-eng-173,eng,mc1,mc1,2,2,True,0.8273261189460754,0.5222360491752625,0.6735901832580566,4,high_school_geography,
eng-eng-174,eng,mc1,mc1,2,2,True,0.531952440738678,0.9301851987838745,0.1397152841091156,4,high_school_geography,
eng-eng-175,eng,mc1,mc1,2,1,False,0.6473275423049927,0.9288099408149719,0.40409281849861145,4,high_school_geography,
eng-eng-176,eng,mc1,mc1,1,3,False,0.7663748860359192,0.7270197868347168,0.5999653339385986,4,high_school_geography,
eng-eng-177,eng,mc1,mc1,3,3,True,0.980317234992981,0.10984623432159424,0.9676891565322876,4,high_school_geography,
eng-eng-178,eng,mc1,mc1,3,0,False,0.7032213807106018,0.7932794094085693,0.47991013526916504,4,high_school_geography,
eng-eng-179,eng,mc1,mc1,3,3,True,0.6366868019104004,0.7735782861709595,0.3047811985015869,4,high_school_geography,
eng-eng-180,eng,mc1,mc1,1,0,False,0.9490002393722534,0.2185852974653244,0.9021199941635132,4,high_school_geography,
eng-eng-181,eng,mc1,mc1,1,1,True,0.9747944474220276,0.14358921349048615,0.9620577096939087,4,high_school_geography,
eng-eng-182,eng,mc1,mc1,1,1,True,0.968610405921936,0.14106376469135284,0.9374744892120361,4,high_school_geography,
eng-eng-183,eng,mc1,mc1,3,2,False,0.7037394642829895,0.610245943069458,0.4078100621700287,4,high_school_geography,
eng-eng-184,eng,mc1,mc1,2,3,False,0.9441969394683838,0.21538148820400238,0.8884067535400391,4,high_school_geography,
eng-eng-185,eng,mc1,mc1,2,2,True,0.9992504715919495,0.006530531216412783,0.9986324310302734,4,high_school_geography,
eng-eng-186,eng,mc1,mc1,1,1,True,0.499050110578537,1.0672415494918823,0.15747112035751343,4,high_school_geography,
eng-eng-187,eng,mc1,mc1,3,3,True,0.8182112574577332,0.6508991718292236,0.7209186553955078,4,high_school_geography,
eng-eng-188,eng,mc1,mc1,0,2,False,0.7758887410163879,0.6014543771743774,0.5717195272445679,4,high_school_geography,
eng-eng-189,eng,mc1,mc1,2,2,True,0.4191637337207794,1.1321135759353638,0.003934890031814575,4,high_school_geography,
eng-eng-190,eng,mc1,mc1,1,2,False,0.6410424709320068,0.9609378576278687,0.45856860280036926,4,high_school_geography,
eng-eng-191,eng,mc1,mc1,1,3,False,0.772717297077179,0.7317919731140137,0.6438352465629578,4,high_school_geography,
eng-eng-192,eng,mc1,mc1,0,2,False,0.7166613936424255,0.7809083461761475,0.5073797702789307,4,high_school_geography,
eng-eng-193,eng,mc1,mc1,2,2,True,0.6058528423309326,0.9018126130104065,0.29016315937042236,4,high_school_geography,
eng-eng-194,eng,mc1,mc1,0,3,False,0.9735475182533264,0.13456521928310394,0.9512907862663269,4,high_school_geography,
eng-eng-195,eng,mc1,mc1,0,3,False,0.4559536576271057,1.0227755308151245,0.02791130542755127,4,high_school_geography,
eng-eng-196,eng,mc1,mc1,1,3,False,0.3773827850818634,1.303519368171692,0.06958773732185364,4,high_school_geography,
eng-eng-197,eng,mc1,mc1,3,3,True,0.9177815914154053,0.34745943546295166,0.8586121201515198,4,high_school_geography,
eng-eng-198,eng,mc1,mc1,3,1,False,0.41822031140327454,1.1693295240402222,0.03833895921707153,4,high_school_geography,
eng-eng-199,eng,mc1,mc1,0,2,False,0.9677790403366089,0.15585283935070038,0.9402154684066772,4,high_school_geography,
eng-eng-200,eng,mc1,mc1,3,1,False,0.7637773752212524,0.7815335988998413,0.6381049752235413,4,international_law,
eng-eng-201,eng,mc1,mc1,0,2,False,0.9040338397026062,0.36895132064819336,0.8234653472900391,4,international_law,
eng-eng-202,eng,mc1,mc1,0,0,True,0.5174661874771118,1.2011984586715698,0.31860172748565674,4,international_law,
eng-eng-203,eng,mc1,mc1,3,2,False,0.5869770646095276,0.91903156042099,0.25869932770729065,4,international_law,
eng-eng-204,eng,mc1,mc1,1,1,True,0.5273450016975403,0.7887266874313354,0.07484236359596252,4,international_law,
eng-eng-205,eng,mc1,mc1,0,2,False,0.4332314729690552,1.279171347618103,0.15999242663383484,4,international_law,
eng-eng-206,eng,mc1,mc1,0,2,False,0.7283737063407898,0.8509199023246765,0.5730931758880615,4,international_law,
eng-eng-207,eng,mc1,mc1,3,1,False,0.44880419969558716,1.2562077045440674,0.17421409487724304,4,international_law,
eng-eng-208,eng,mc1,mc1,0,0,True,0.44348469376564026,1.0513052940368652,0.0027628839015960693,4,international_law,
eng-eng-209,eng,mc1,mc1,1,2,False,0.6453750133514404,1.0223021507263184,0.49153655767440796,4,international_law,
eng-eng-210,eng,mc1,mc1,2,1,False,0.4900369942188263,0.8081551194190979,0.004838109016418457,4,international_law,
eng-eng-211,eng,mc1,mc1,2,2,True,0.3902413249015808,1.2667522430419922,0.06021881103515625,4,international_law,
eng-eng-212,eng,mc1,mc1,2,1,False,0.591311514377594,1.0300413370132446,0.3805352449417114,4,international_law,
eng-eng-213,eng,mc1,mc1,3,2,False,0.6151271462440491,0.9568444490432739,0.360644668340683,4,international_law,
eng-eng-214,eng,mc1,mc1,3,0,False,0.322275310754776,1.3504807949066162,0.03683796525001526,4,international_law,
eng-eng-215,eng,mc1,mc1,2,1,False,0.5162672996520996,1.1912484169006348,0.2916020452976227,4,international_law,
eng-eng-216,eng,mc1,mc1,0,0,True,0.503309965133667,0.9369891881942749,0.0958416759967804,4,international_law,
eng-eng-217,eng,mc1,mc1,0,2,False,0.3927462100982666,1.1592228412628174,0.05449408292770386,4,international_law,
eng-eng-218,eng,mc1,mc1,3,3,True,0.5329395532608032,1.1766871213912964,0.3033602237701416,4,international_law,
eng-eng-219,eng,mc1,mc1,0,2,False,0.47784897685050964,1.2248297929763794,0.2205982804298401,4,international_law,
eng-eng-220,eng,mc1,mc1,3,2,False,0.9268820881843567,0.2994340658187866,0.867661714553833,4,international_law,
eng-eng-221,eng,mc1,mc1,2,2,True,0.8402860164642334,0.562785267829895,0.7290716171264648,4,international_law,
eng-eng-222,eng,mc1,mc1,1,1,True,0.4464472830295563,1.0734410285949707,0.15046203136444092,4,international_law,
