language,domain,n,accuracy
swa,Confusion: People,23,0.08695652173913043
swa,Confusion: Places,15,0.06666666666666667
swa,Conspiracies,23,0.34782608695652173
swa,Distraction,13,0.07692307692307693
swa,Economics,30,0.3
swa,Education,9,0.1111111111111111
swa,Fiction,30,0.36666666666666664
swa,Finance,9,0.1111111111111111
swa,Health,55,0.3090909090909091
swa,History,24,0.20833333333333334
swa,Indexical Error: Identity,8,0.125
swa,Indexical Error: Location,11,0.0
swa,Indexical Error: Other,21,0.3333333333333333
swa,Indexical Error: Time,15,0.13333333333333333
swa,Language,19,0.15789473684210525
swa,Law,63,0.3333333333333333
swa,Logical Falsehood,14,0.42857142857142855
swa,Mandela Effect,5,0.4
swa,Misconceptions,99,0.4444444444444444
swa,Misconceptions: Topical,4,0.25
swa,Misinformation,12,0.08333333333333333
swa,Misquotations,16,0.25
swa,Myths and Fairytales,21,0.42857142857142855
swa,Nutrition,16,0.25
swa,Paranormal,25,0.52
swa,Politics,10,0.1
swa,Proverbs,18,0.5555555555555556
swa,Psychology,18,0.2222222222222222
swa,Religion,15,0.2
swa,Science,8,0.375
swa,Sociology,55,0.2
swa,Statistics,5,0.6
swa,Stereotypes,24,0.6666666666666666
swa,Subjective,9,0.3333333333333333
swa,Superstitions,21,0.38095238095238093
swa,Weather,16,0.4375
yor,Advertising,13,0.23076923076923078
yor,Confusion: Other,8,0.125
yor,Confusion: People,22,0.045454545454545456
yor,Confusion: Places,15,0.06666666666666667
yor,Conspiracies,23,0.30434782608695654
yor,Distraction,13,0.38461538461538464
yor,Economics,30,0.3333333333333333
yor,Education,9,0.0
yor,Fiction,30,0.4666666666666667
yor,Finance,9,0.2222222222222222
yor,Health,55,0.32727272727272727
yor,History,24,0.25
yor,Indexical Error: Identity,9,0.4444444444444444
yor,Indexical Error: Location,11,0.09090909090909091
yor,Indexical Error: Other,21,0.47619047619047616
yor,Indexical Error: Time,16,0.5625
yor,Language,21,0.42857142857142855
yor,Law,64,0.4375
yor,Logical Falsehood,14,0.7857142857142857
yor,Mandela Effect,6,0.3333333333333333
yor,Misconceptions,100,0.38
yor,Misconceptions: Topical,4,0.25
yor,Misinformation,11,0.2727272727272727
yor,Misquotations,15,0.26666666666666666
yor,Myths and Fairytales,21,0.3333333333333333
yor,Nutrition,16,0.1875
yor,Paranormal,25,0.4
yor,Politics,10,0.2
yor,Proverbs,18,0.3888888888888889
yor,Psychology,18,0.3333333333333333
yor,Religion,15,0.26666666666666666
yor,Science,8,0.125
yor,Sociology,53,0.4339622641509434
yor,Statistics,5,0.2
yor,Stereotypes,24,0.6666666666666666
yor,Subjective,9,0.5555555555555556
yor,Superstitions,21,0.47619047619047616
yor,Weather,16,0.375
zul,Advertising,14,0.14285714285714285
zul,Confusion: Other,5,0.2
zul,Confusion: People,17,0.11764705882352941
zul,Confusion: Places,10,0.1
zul,Conspiracies,23,0.391304347826087
zul,Distraction,12,0.25
zul,Economics,31,0.22580645161290322
zul,Education,10,0.1
zul,Fiction,30,0.4666666666666667
zul,Finance,8,0.0
zul,Health,50,0.32
zul,History,23,0.34782608695652173
zul,Indexical Error: Identity,8,0.25
zul,Indexical Error: Location,11,0.0
zul,Indexical Error: Other,20,0.35
zul,Indexical Error: Time,16,0.125
zul,Language,18,0.3888888888888889
zul,Law,60,0.21666666666666667
zul,Logical Falsehood,11,0.45454545454545453
zul,Mandela Effect,6,0.16666666666666666
zul,Misconceptions,88,0.25
zul,Misconceptions: Topical,3,0.0
zul,Misinformation,12,0.16666666666666666
zul,Misquotations,12,0.25
zul,Myths and Fairytales,20,0.35
zul,Nutrition,16,0.1875
zul,Paranormal,23,0.391304347826087
zul,Politics,9,0.1111111111111111
zul,Proverbs,18,0.5
zul,Psychology,17,0.058823529411764705
zul,Religion,14,0.14285714285714285
zul,Science,8,0.5
zul,Sociology,50,0.38
zul,Statistics,5,0.4
zul,Stereotypes,25,0.68
zul,Subjective,9,0.3333333333333333
zul,Superstitions,20,0.25
zul,Weather,17,0.23529411764705882
